,QID,Headline,QType,Article ID
105,QID304,Coffey makes two project management acquisitions,2,42
106,QID307,PSivida to acquire US Control Delivery Systems,0,236
107,QID308,PSivida to acquire US Control Delivery Systems,1,236
108,QID309,PSivida to acquire US Control Delivery Systems,2,236
109,QID312,Trust Co in JV with Bank of New York,0,111
110,QID313,Trust Co in JV with Bank of New York,1,111
111,QID314,Trust Co in JV with Bank of New York,2,111
112,QID317,Swish goes to Bollywood with Black Cat acquisition,0,227
113,QID318,Swish goes to Bollywood with Black Cat acquisition,1,227
114,QID319,Swish goes to Bollywood with Black Cat acquisition,2,227
115,QID322,John Fairfax buys online dating business for $38.9m,0,145
116,QID323,John Fairfax buys online dating business for $38.9m,1,145
117,QID324,John Fairfax buys online dating business for $38.9m,2,145
118,QID327,Alesco to buy Concrete Technologies Group,0,221
119,QID328,Alesco to buy Concrete Technologies Group,1,221
120,QID329,Alesco to buy Concrete Technologies Group,2,221
121,QID332,Admiralty Resources acquires Argentine ulexite tenements,0,207
122,QID333,Admiralty Resources acquires Argentine ulexite tenements,1,207
123,QID334,Admiralty Resources acquires Argentine ulexite tenements,2,207
124,QID337,Datafast acquires VianetAIP,0,143
125,QID338,Datafast acquires VianetAIP,1,143
126,QID339,Datafast acquires VianetAIP,2,143
127,QID342,Alliance Finance completes merger with Centrepoint,0,228
128,QID343,Alliance Finance completes merger with Centrepoint,1,228
129,QID344,Alliance Finance completes merger with Centrepoint,2,228
130,QID347,IBT acquires ACL Pty Ltd for up to $55.7m,0,230
131,QID348,IBT acquires ACL Pty Ltd for up to $55.7m,1,230
132,QID349,IBT acquires ACL Pty Ltd for up to $55.7m,2,230
133,QID352,Southern Star acquires 75pc of Darrall Macqueen,0,238
134,QID353,Southern Star acquires 75pc of Darrall Macqueen,1,238
135,QID354,Southern Star acquires 75pc of Darrall Macqueen,2,238
136,QID357,CDS Technologies sells Copa Water,0,9
137,QID358,CDS Technologies sells Copa Water,1,9
138,QID359,CDS Technologies sells Copa Water,2,9
139,QID362,Minerals Corp buys into Shanghai business,0,87
140,QID363,Minerals Corp buys into Shanghai business,1,87
141,QID364,Minerals Corp buys into Shanghai business,2,87
142,QID367,ROC Oil acquires option over Beetaloo Basin permits,0,96
143,QID368,ROC Oil acquires option over Beetaloo Basin permits,1,96
144,QID369,ROC Oil acquires option over Beetaloo Basin permits,2,96
145,QID372,Verus Investments suspended; considering acquisition,0,147
146,QID373,Verus Investments suspended; considering acquisition,1,147
147,QID374,Verus Investments suspended; considering acquisition,2,147
148,QID377,Constellation Brands makes takeover offer for Vincor,0,224
149,QID378,Constellation Brands makes takeover offer for Vincor,1,224
150,QID379,Constellation Brands makes takeover offer for Vincor,2,224
151,QID382,Sims Recycling Solutions acquires Metall+ Recycling,0,6
152,QID383,Sims Recycling Solutions acquires Metall+ Recycling,1,6
153,QID384,Sims Recycling Solutions acquires Metall+ Recycling,2,6
154,QID387,Atlas Gold acquires iron ore rights from De Grey,0,210
155,QID388,Atlas Gold acquires iron ore rights from De Grey,1,210
156,QID389,Atlas Gold acquires iron ore rights from De Grey,2,210
157,QID392,QBE announces acquisitions in Colombia and Europe,0,79
158,QID393,QBE announces acquisitions in Colombia and Europe,1,79
159,QID394,QBE announces acquisitions in Colombia and Europe,2,79
160,QID397,Commander buys 80pc of Personal Broadband,0,137
161,QID398,Commander buys 80pc of Personal Broadband,1,137
162,QID399,Commander buys 80pc of Personal Broadband,2,137
163,QID402,Customers to acquire 200 ATM network,0,194
164,QID403,Customers to acquire 200 ATM network,1,194
165,QID404,Customers to acquire 200 ATM network,2,194
166,QID407,P&amp;O reports positive trading in first quarter,0,109
167,QID408,P&amp;O reports positive trading in first quarter,1,109
168,QID409,P&amp;O reports positive trading in first quarter,2,109
169,QID412,Singtel buys Reef Networks for $93m,0,88
170,QID413,Singtel buys Reef Networks for $93m,1,88
171,QID414,Singtel buys Reef Networks for $93m,2,88
172,QID417,Nido 3D seismic acquisition in Service Contract 54,0,30
173,QID418,Nido 3D seismic acquisition in Service Contract 54,1,30
174,QID419,Nido 3D seismic acquisition in Service Contract 54,2,30
175,QID422,Yamarna Goldfields acquires Talga Peak,0,164
176,QID423,Yamarna Goldfields acquires Talga Peak,1,164
177,QID424,Yamarna Goldfields acquires Talga Peak,2,164
178,QID427,GPT Group acquires 95pc of US seniors housing assets,0,67
179,QID428,GPT Group acquires 95pc of US seniors housing assets,1,67
180,QID429,GPT Group acquires 95pc of US seniors housing assets,2,67
181,QID432,CEC Group acquires full ownership of Mac Homes,0,168
182,QID433,CEC Group acquires full ownership of Mac Homes,1,168
183,QID434,CEC Group acquires full ownership of Mac Homes,2,168
184,QID437,MacCapital in acquisition of Nordic directories company,0,251
185,QID438,MacCapital in acquisition of Nordic directories company,1,251
186,QID439,MacCapital in acquisition of Nordic directories company,2,251
187,QID442,Gosford Quarry to make two acquisitions and a placement,0,43
188,QID443,Gosford Quarry to make two acquisitions and a placement,1,43
189,QID444,Gosford Quarry to make two acquisitions and a placement,2,43
190,QID447,International Concerts finalises ATMONE acquisition,0,13
191,QID448,International Concerts finalises ATMONE acquisition,1,13
192,QID449,International Concerts finalises ATMONE acquisition,2,13
193,QID452,Deep Yellow acquires Tanami's uranium rights,0,139
194,QID453,Deep Yellow acquires Tanami's uranium rights,1,139
195,QID454,Deep Yellow acquires Tanami's uranium rights,2,139
196,QID457,Prosperity acquires gold contract in Kalimantan,0,131
197,QID458,Prosperity acquires gold contract in Kalimantan,1,131
198,QID459,Prosperity acquires gold contract in Kalimantan,2,131
199,QID462,EBet to acquire Octavian Gaming Systems,0,40
200,QID463,EBet to acquire Octavian Gaming Systems,1,40
201,QID464,EBet to acquire Octavian Gaming Systems,2,40
202,QID467,Lynas Corp sued by AMR Technologies,0,80
203,QID468,Lynas Corp sued by AMR Technologies,1,80
204,QID469,Lynas Corp sued by AMR Technologies,2,80
205,QID472,CBD Energy to buy assets from Lloyd Energy Systems,0,31
206,QID473,CBD Energy to buy assets from Lloyd Energy Systems,1,31
207,QID474,CBD Energy to buy assets from Lloyd Energy Systems,2,31
208,QID477,Tat Hong lifts net profit 119pc in first quarter,0,171
209,QID478,Tat Hong lifts net profit 119pc in first quarter,1,171
210,QID479,Tat Hong lifts net profit 119pc in first quarter,2,171
211,QID482,Santos successfully completes Dua-5X well,0,4
212,QID483,Santos successfully completes Dua-5X well,1,4
213,QID484,Santos successfully completes Dua-5X well,2,4
214,QID487,Murchison to acquire 50pc of HK's Universal Solutions,0,208
215,QID488,Murchison to acquire 50pc of HK's Universal Solutions,1,208
216,QID489,Murchison to acquire 50pc of HK's Universal Solutions,2,208
217,QID492,Bill Express to acquire 100pc of PodTV,0,160
218,QID493,Bill Express to acquire 100pc of PodTV,1,160
219,QID494,Bill Express to acquire 100pc of PodTV,2,160
220,QID497,Rubicon America Trust to make acquisition in Florida,0,100
221,QID498,Rubicon America Trust to make acquisition in Florida,1,100
222,QID499,Rubicon America Trust to make acquisition in Florida,2,100
223,QID502,Woolworths acquires 9pc of Warehouse Group,0,0
224,QID503,Woolworths acquires 9pc of Warehouse Group,1,0
225,QID504,Woolworths acquires 9pc of Warehouse Group,2,0
226,QID507,Repco recommends acquisition proposal from CCMP Capital,0,62
227,QID508,Repco recommends acquisition proposal from CCMP Capital,1,62
228,QID509,Repco recommends acquisition proposal from CCMP Capital,2,62
229,QID512,Hanson buys Thermalite from Etex for 120m pounds,0,82
230,QID513,Hanson buys Thermalite from Etex for 120m pounds,1,82
231,QID514,Hanson buys Thermalite from Etex for 120m pounds,2,82
232,QID517,Anglo Pacific interim net profit 5.43m pounds,0,199
233,QID518,Anglo Pacific interim net profit 5.43m pounds,1,199
234,QID519,Anglo Pacific interim net profit 5.43m pounds,2,199
235,QID522,"P&amp;O operating loss 210m pounds, hit by exceptionals",0,83
236,QID523,"P&amp;O operating loss 210m pounds, hit by exceptionals",1,83
237,QID524,"P&amp;O operating loss 210m pounds, hit by exceptionals",2,83
238,QID527,Optima formalises Freedomotor acquisition,0,72
239,QID528,Optima formalises Freedomotor acquisition,1,72
240,QID529,Optima formalises Freedomotor acquisition,2,72
241,QID532,Centro Properties portfolio up $423m,0,153
242,QID533,Centro Properties portfolio up $423m,1,153
243,QID534,Centro Properties portfolio up $423m,2,153
244,QID537,Microview placement; 3-for-4 issue; acquisition,0,212
245,QID538,Microview placement; 3-for-4 issue; acquisition,1,212
246,QID539,Microview placement; 3-for-4 issue; acquisition,2,212
247,QID542,Woodside acquires Gryphon Exploration in US,0,191
248,QID543,Woodside acquires Gryphon Exploration in US,1,191
249,QID544,Woodside acquires Gryphon Exploration in US,2,191
250,QID547,Axiom Properties issues shares to Pivot Group Pty ltd,0,229
251,QID548,Axiom Properties issues shares to Pivot Group Pty ltd,1,229
252,QID549,Axiom Properties issues shares to Pivot Group Pty ltd,2,229
253,QID552,Skilled acquires Damstra Mining Services for $7m,0,75
254,QID553,Skilled acquires Damstra Mining Services for $7m,1,75
255,QID554,Skilled acquires Damstra Mining Services for $7m,2,75
256,QID557,"Photon varies acquisition of iMega, takes 100pc",0,26
257,QID558,"Photon varies acquisition of iMega, takes 100pc",1,26
258,QID559,"Photon varies acquisition of iMega, takes 100pc",2,26
259,QID562,Transurban compulsory acquisition of Hills Motorway,0,114
260,QID563,Transurban compulsory acquisition of Hills Motorway,1,114
261,QID564,Transurban compulsory acquisition of Hills Motorway,2,114
262,QID567,Panbio to acquire tick technolgy in US,0,95
263,QID568,Panbio to acquire tick technolgy in US,1,95
264,QID569,Panbio to acquire tick technolgy in US,2,95
265,QID572,ASIC says Newcastle Stock Exchange still to improve,0,140
266,QID573,ASIC says Newcastle Stock Exchange still to improve,1,140
267,QID574,ASIC says Newcastle Stock Exchange still to improve,2,140
268,QID577,MFS achieves 90pc of S8; moves to compulsory acquisition,0,63
269,QID578,MFS achieves 90pc of S8; moves to compulsory acquisition,1,63
270,QID579,MFS achieves 90pc of S8; moves to compulsory acquisition,2,63
271,QID582,Constellation Brands second-quarter net income up 2pc,0,243
272,QID583,Constellation Brands second-quarter net income up 2pc,1,243
273,QID584,Constellation Brands second-quarter net income up 2pc,2,243
274,QID587,Stockland raises 250m pounds in sterling bond market,0,14
275,QID588,Stockland raises 250m pounds in sterling bond market,1,14
276,QID589,Stockland raises 250m pounds in sterling bond market,2,14
277,QID592,Swish enters New Zealand advertising market,0,248
278,QID593,Swish enters New Zealand advertising market,1,248
279,QID594,Swish enters New Zealand advertising market,2,248
280,QID597,Traffic Technologies finalises De Neef acquisition,0,246
281,QID598,Traffic Technologies finalises De Neef acquisition,1,246
282,QID599,Traffic Technologies finalises De Neef acquisition,2,246
283,QID602,Tomato completes due diligence on proposed acquisitions,0,64
284,QID603,Tomato completes due diligence on proposed acquisitions,1,64
285,QID604,Tomato completes due diligence on proposed acquisitions,2,64
286,QID607,Peet &amp; Co acquires 17ha land parcel south of Perth,0,99
287,QID608,Peet &amp; Co acquires 17ha land parcel south of Perth,1,99
288,QID609,Peet &amp; Co acquires 17ha land parcel south of Perth,2,99
289,QID612,Telezon buys out patents and technology,0,41
290,QID613,Telezon buys out patents and technology,1,41
291,QID614,Telezon buys out patents and technology,2,41
292,QID617,"Gazal Corp FY net profit $12.48m, acquires Bracks",0,187
293,QID618,"Gazal Corp FY net profit $12.48m, acquires Bracks",1,187
294,QID619,"Gazal Corp FY net profit $12.48m, acquires Bracks",2,187
295,QID622,Coca-Cola Hellenic: acquisition of Russian juice firm,0,89
296,QID623,Coca-Cola Hellenic: acquisition of Russian juice firm,1,89
297,QID624,Coca-Cola Hellenic: acquisition of Russian juice firm,2,89
298,QID627,HHG posts full-year net profit of 38m pounds,0,86
299,QID628,HHG posts full-year net profit of 38m pounds,1,86
300,QID629,HHG posts full-year net profit of 38m pounds,2,86
301,QID632,Prime TV acquires six radio stations in Queensland,0,190
302,QID633,Prime TV acquires six radio stations in Queensland,1,190
303,QID634,Prime TV acquires six radio stations in Queensland,2,190
304,QID637,Unilife to acquire Integrated BioSciences for $US6m,0,16
305,QID638,Unilife to acquire Integrated BioSciences for $US6m,1,16
306,QID639,Unilife to acquire Integrated BioSciences for $US6m,2,16
307,QID642,Fast Scout trading halt pending news on acquisition,0,218
308,QID643,Fast Scout trading halt pending news on acquisition,1,218
309,QID644,Fast Scout trading halt pending news on acquisition,2,218
310,QID647,Datafast makes ISP acquisition,0,217
311,QID648,Datafast makes ISP acquisition,1,217
312,QID649,Datafast makes ISP acquisition,2,217
313,QID652,Byte Power varies deal on Banko acquisition,0,47
314,QID653,Byte Power varies deal on Banko acquisition,1,47
315,QID654,Byte Power varies deal on Banko acquisition,2,47
316,QID657,International All Sports to acquire Austote,0,188
317,QID658,International All Sports to acquire Austote,1,188
318,QID659,International All Sports to acquire Austote,2,188
319,QID662,Beach Petroleum acquires interest from Anzon,0,172
320,QID663,Beach Petroleum acquires interest from Anzon,1,172
321,QID664,Beach Petroleum acquires interest from Anzon,2,172
322,QID667,Strike Oil joins Comet Ridge for Tow Creek acquisition,0,205
323,QID668,Strike Oil joins Comet Ridge for Tow Creek acquisition,1,205
324,QID669,Strike Oil joins Comet Ridge for Tow Creek acquisition,2,205
325,QID672,Paramount finds 4 diamonds at The Willows and moves on,0,105
326,QID673,Paramount finds 4 diamonds at The Willows and moves on,1,105
327,QID674,Paramount finds 4 diamonds at The Willows and moves on,2,105
328,QID677,IWL settles Avcol Stockbroking acquisition from RFS,0,110
329,QID678,IWL settles Avcol Stockbroking acquisition from RFS,1,110
330,QID679,IWL settles Avcol Stockbroking acquisition from RFS,2,110
331,QID682,ASX is focusing on core business growth in review,0,120
332,QID683,ASX is focusing on core business growth in review,1,120
333,QID684,ASX is focusing on core business growth in review,2,120
334,QID687,ConsMin moves to compulsory acquisition of Reliance,0,85
335,QID688,ConsMin moves to compulsory acquisition of Reliance,1,85
336,QID689,ConsMin moves to compulsory acquisition of Reliance,2,85
337,QID692,ADV in Saudi Arabia projects via Vertex acquisition,0,74
338,QID693,ADV in Saudi Arabia projects via Vertex acquisition,1,74
339,QID694,ADV in Saudi Arabia projects via Vertex acquisition,2,74
340,QID697,ACCC clears Healthscope acquisition of Ramsay hospitals,0,225
341,QID698,ACCC clears Healthscope acquisition of Ramsay hospitals,1,225
342,QID699,ACCC clears Healthscope acquisition of Ramsay hospitals,2,225
343,QID702,Transerv not proceeding with acquisition,0,195
344,QID703,Transerv not proceeding with acquisition,1,195
345,QID704,Transerv not proceeding with acquisition,2,195
346,QID707,Lighting Corp acquires Regal Lighting,0,159
347,QID708,Lighting Corp acquires Regal Lighting,1,159
348,QID709,Lighting Corp acquires Regal Lighting,2,159
349,QID712,IAG acquires second Thai insurer,0,130
350,QID713,IAG acquires second Thai insurer,1,130
351,QID714,IAG acquires second Thai insurer,2,130
352,QID717,TechStar reduces price of Ipoh Pacific acquisition,0,12
353,QID718,TechStar reduces price of Ipoh Pacific acquisition,1,12
354,QID719,TechStar reduces price of Ipoh Pacific acquisition,2,12
355,QID722,Visiomed buys asthma spacer business; 1-for-1 issue,0,3
356,QID723,Visiomed buys asthma spacer business; 1-for-1 issue,1,3
357,QID724,Visiomed buys asthma spacer business; 1-for-1 issue,2,3
358,QID727,"Photon acquires Media Zoo, Republicorp, Kaleidoscope",0,178
359,QID728,"Photon acquires Media Zoo, Republicorp, Kaleidoscope",1,178
360,QID729,"Photon acquires Media Zoo, Republicorp, Kaleidoscope",2,178
361,QID732,Datafast acquires GSN customer base,0,175
362,QID733,Datafast acquires GSN customer base,1,175
363,QID734,Datafast acquires GSN customer base,2,175
364,QID737,Eastland Medical to acquire South African manufacturer,0,183
365,QID738,Eastland Medical to acquire South African manufacturer,1,183
366,QID739,Eastland Medical to acquire South African manufacturer,2,183
367,QID742,Retail Food Group acquires Yatala facility for $2.3m,0,11
368,QID743,Retail Food Group acquires Yatala facility for $2.3m,1,11
369,QID744,Retail Food Group acquires Yatala facility for $2.3m,2,11
370,QID747,DenX raises additional capital,0,148
371,QID748,DenX raises additional capital,1,148
372,QID749,DenX raises additional capital,2,148
373,QID752,Eastland international placement agreement,0,54
374,QID753,Eastland international placement agreement,1,54
375,QID754,Eastland international placement agreement,2,54
376,QID757,AGD Mining in financing/acquisition proposal with Cambrian,0,231
377,QID758,AGD Mining in financing/acquisition proposal with Cambrian,1,231
378,QID759,AGD Mining in financing/acquisition proposal with Cambrian,2,231
379,QID762,Computershare acquires US-based Lord Securities,0,239
380,QID763,Computershare acquires US-based Lord Securities,1,239
381,QID764,Computershare acquires US-based Lord Securities,2,239
382,QID767,Constellation Brands first quarter income up 47pc,0,141
383,QID768,Constellation Brands first quarter income up 47pc,1,141
384,QID769,Constellation Brands first quarter income up 47pc,2,141
385,QID772,Constellation updates full-year earnings guidance,0,244
386,QID773,Constellation updates full-year earnings guidance,1,244
387,QID774,Constellation updates full-year earnings guidance,2,244
388,QID777,Foster's begins compulsory acquisition of Southcorp,0,129
389,QID778,Foster's begins compulsory acquisition of Southcorp,1,129
390,QID779,Foster's begins compulsory acquisition of Southcorp,2,129
391,QID782,Constellation Brands: no offer for Allied Domecq,0,135
392,QID783,Constellation Brands: no offer for Allied Domecq,1,135
393,QID784,Constellation Brands: no offer for Allied Domecq,2,135
394,QID787,Ambition considering $4.5m acquisition,0,158
395,QID788,Ambition considering $4.5m acquisition,1,158
396,QID789,Ambition considering $4.5m acquisition,2,158
397,QID792,LV Living not to proceed with Oxford acquisition,0,125
398,QID793,LV Living not to proceed with Oxford acquisition,1,125
399,QID794,LV Living not to proceed with Oxford acquisition,2,125
400,QID797,Cardno to fund $35m acquisition with issue of notes,0,121
401,QID798,Cardno to fund $35m acquisition with issue of notes,1,121
402,QID799,Cardno to fund $35m acquisition with issue of notes,2,121
403,QID802,Milton Corpcompletes Fijolin acquisition,0,34
404,QID803,Milton Corpcompletes Fijolin acquisition,1,34
405,QID804,Milton Corpcompletes Fijolin acquisition,2,34
406,QID807,Oxiana finalises Golden Grove acquisition from Newmont,0,155
407,QID808,Oxiana finalises Golden Grove acquisition from Newmont,1,155
408,QID809,Oxiana finalises Golden Grove acquisition from Newmont,2,155
409,QID812,Admiralty Resources acquires Argentine ulexite tenements,0,207
410,QID813,Admiralty Resources acquires Argentine ulexite tenements,1,207
411,QID814,Admiralty Resources acquires Argentine ulexite tenements,2,207
412,QID817,DCA Group to acquire 2 aged healthcare facilities,0,234
413,QID818,DCA Group to acquire 2 aged healthcare facilities,1,234
414,QID819,DCA Group to acquire 2 aged healthcare facilities,2,234
415,QID822,OmegaCorp acquires historic uranium mine in Mozambique,0,122
416,QID823,OmegaCorp acquires historic uranium mine in Mozambique,1,122
417,QID824,OmegaCorp acquires historic uranium mine in Mozambique,2,122
418,QID827,Aust Wealth Mgmt buys ABN AMRO corporate trust business,0,132
419,QID828,Aust Wealth Mgmt buys ABN AMRO corporate trust business,1,132
420,QID829,Aust Wealth Mgmt buys ABN AMRO corporate trust business,2,132
421,QID832,IBT acquires ACL Pty Ltd for up to $55.7m,0,230
422,QID833,IBT acquires ACL Pty Ltd for up to $55.7m,1,230
423,QID834,IBT acquires ACL Pty Ltd for up to $55.7m,2,230
424,QID837,Smorgon Steel buys out recycling joint venture,0,90
425,QID838,Smorgon Steel buys out recycling joint venture,1,90
426,QID839,Smorgon Steel buys out recycling joint venture,2,90
427,QID842,Southern Star acquires 75pc of Darrall Macqueen,0,238
428,QID843,Southern Star acquires 75pc of Darrall Macqueen,1,238
429,QID844,Southern Star acquires 75pc of Darrall Macqueen,2,238
430,QID847,International Goldfields to acquire Mt Anketell,0,184
431,QID848,International Goldfields to acquire Mt Anketell,1,184
432,QID849,International Goldfields to acquire Mt Anketell,2,184
433,QID852,Aurox acquires Mt Fraser tenement,0,93
434,QID853,Aurox acquires Mt Fraser tenement,1,93
435,QID854,Aurox acquires Mt Fraser tenement,2,93
436,QID857,Constellation Brands Q2 net income $US68m,0,2
437,QID858,Constellation Brands Q2 net income $US68m,1,2
438,QID859,Constellation Brands Q2 net income $US68m,2,2
439,QID862,Terra Gold agrees to acquire Maud Creek Gold Project,0,117
440,QID863,Terra Gold agrees to acquire Maud Creek Gold Project,1,117
441,QID864,Terra Gold agrees to acquire Maud Creek Gold Project,2,117
442,QID867,SkyNetGlobal to buy UK software company,0,104
443,QID868,SkyNetGlobal to buy UK software company,1,104
444,QID869,SkyNetGlobal to buy UK software company,2,104
445,QID872,Singtel buys Reef Networks for $93m,0,88
446,QID873,Singtel buys Reef Networks for $93m,1,88
447,QID874,Singtel buys Reef Networks for $93m,2,88
448,QID877,Bradken makes its first offshore acquisition,0,61
449,QID878,Bradken makes its first offshore acquisition,1,61
450,QID879,Bradken makes its first offshore acquisition,2,61
451,QID882,Mirvac acquires property portfolio worth $1.12bn,0,50
452,QID883,Mirvac acquires property portfolio worth $1.12bn,1,50
453,QID884,Mirvac acquires property portfolio worth $1.12bn,2,50
454,QID887,Great Southern compulsory acquisition of Sylvatech,0,112
455,QID888,Great Southern compulsory acquisition of Sylvatech,1,112
456,QID889,Great Southern compulsory acquisition of Sylvatech,2,112
457,QID892,CEC Group acquires full ownership of Mac Homes,0,168
458,QID893,CEC Group acquires full ownership of Mac Homes,1,168
459,QID894,CEC Group acquires full ownership of Mac Homes,2,168
460,QID897,Advanced Ocular to acquire new lens technology,0,25
461,QID898,Advanced Ocular to acquire new lens technology,1,25
462,QID899,Advanced Ocular to acquire new lens technology,2,25
463,QID902,"Toll to acquire Patrick, restructure Virgin Blue stake",0,181
464,QID903,"Toll to acquire Patrick, restructure Virgin Blue stake",1,181
